BI_SNV_SBS1_P	BI_SNV_SBS2_P	BI_SNV_SBS4_P	BI_SNV_SBS5_P	BI_SNV_SBS7a_S	BI_SNV_SBS7b_S	BI_SNV_SBS7c_S	BI_SNV_SBS8_P	BI_SNV_SBS9_P	BI_SNV_SBS10a_S	BI_SNV_SBS11_S	BI_SNV_SBS12_P	BI_SNV_SBS13_P	BI_SNV_SBS14_S	BI_SNV_SBS15_S	BI_SNV_SBS16_P	BI_SNV_SBS17a_P	BI_SNV_SBS17b_P	BI_SNV_SBS18_P	BI_SNV_SBS19_P	BI_SNV_SBS21_S	BI_SNV_SBS22_P	BI_SNV_SBS26_S	BI_SNV_SBS28_P	BI_SNV_SBS30_P	BI_SNV_SBS31_P	BI_SNV_SBS33_P	BI_SNV_SBS36_P	BI_SNV_SBS37_P	BI_SNV_SBS38_S	BI_SNV_SBS39_P	BI_SNV_SBS40_P	BI_SNV_SBS60_P	BI_SNV_SBS55_S	BI_SNV_SBS44_S	BI_SNV_SBS61_S	BI_SNV_SBS62_S	BI_SNV_SBS63_P	BI_SNV_SBS64_S	BI_SNV_SBS65_S	BI_SNV_SBS66_S	BI_SNV_SBS67_P	BI_SNV_SBS68_S	BI_SNV_SBS69_P	BI_SNV_SBS70_P	BI_SNV_SBS71_P	BI_SNV_SBS72_S	BI_SNV_SBS73_S	BI_SNV_SBS74_P	BI_SNV_SBS75_S	BI_SNV_SBS76_S	BI_SNV_SBS77_S	BI_SNV_SBS78_P	BI_SNV_SBS79_P	BI_SNV_SBS80_S	BI_SNV_SBS81_S	BI_SNV_SBS82_P	feature
0.001008427	0.000236481	0.006964511	0.006130262	0.000211461	0.000814972	0.007924507	0.002519651	0.001392398	7.12E-05	0.000135704	0.00240721	0.005358972	6.32E-05	6.06E-05	0.016891225	0.000287242	0.000699979	0.002121921	0.001501248	0.000169206	0.000755557	0.000245967	0.001098578	0.004265597	0.008169631	0.000466247	0.000958905	0.000637665	0.00273108	0.03451581	0.02289968	0	0.00400588	0.000110116	2.06E-05	1.55E-05	0.001166361	4.28E-05	4.26E-05	9.47E-05	0.017008077	4.09E-05	0.015777793	0.002143936	0.006223528	0.00080624	0.000460143	0.00564456	0.000794406	0.000274873	0.000494287	8.87E-05	0	0.000356875	0.000331452	0	C>G_at_CCT
0.000960309	0.00023575	0.007851305	0.002372	2.20E-05	0.000123595	0.000197965	0.002287099	0.002462194	0.000226669	6.66E-05	0.0002184	0.001208366	0.0001873	0.001587984	0.000220673	0.001117233	0.000176643	0.001845283	0.000861734	0.000365349	0.000991832	0.000212455	0.000189945	0.005380898	0.001239612	0.001015938	0.000225137	0.009480533	0.002206571	0.018558388	0.00081919	0	0.001613511	0.000379006	0.000106908	0.000292235	0.002146597	0.000212663	0.001398123	3.84E-05	0.003694548	0.000162233	0.001701504	0.000373716	0.001200212	0.000625748	0.000823746	0.004659963	0.000551154	0.000966594	0.000651922	0.004211465	0.000816775	0.001942312	0.000595646	0.000155151	C>G_at_GCA
0.000450547	0.000492311	0.006432465	0.002516342	0.000106507	0.000550436	0.000799527	0.001034073	0.004939443	0.000154864	0.000132159	0.001175506	0.000416936	0.000203933	0.001130625	0.002221624	0.000189564	0.000476042	0.000314623	0.000594512	0.002884553	0.000425315	0.000421398	0.000487052	0.00352826	0.035294809	0.001194601	0.000400716	0.007438616	0.002090027	0.015690795	0.001730018	3.93E-26	0.001466227	0.002252058	0.000211956	0.000235105	0.003063532	0.000118337	0.000385103	0.000388124	0.006841561	0.000185137	0.001253555	0.00131086	0.0085839	0.000630432	0.002970633	0.015993508	0.000662595	0.000280193	0.002699582	0.003533507	0.003868918	0.0050476	0.002520436	0.000417068	C>G_at_GCC
0.000195022	5.35E-05	0.003391779	0.000282775	2.05E-05	0.000236221	8.60E-05	0.000142606	0.000234651	9.45E-06	2.95E-05	0.000103836	0.000212021	1.85E-05	4.10E-05	6.81E-05	0.000159177	9.13E-06	0.000101781	0.000574715	8.98E-05	0.000154789	3.68E-05	1.43E-05	0.000422475	4.02E-05	0.001044257	5.62E-05	0.001898915	0.000670805	0.004187688	0.000472839	0.005887466	0.001236953	0.000247846	7.73E-07	3.06E-06	0.000171535	0.000123261	4.80E-06	2.88E-05	0.000488358	4.98E-05	0.000107333	2.55E-05	0	0.000604399	0.000190665	0.000756841	0.000590686	0	0.000336804	0.003140077	0.000535786	0.000544284	0.000539699	0.099932363	C>G_at_GCG
8.94E-05	0.000725514	0.004420527	0.000428027	0.000166303	0.000473939	0.001480164	0.004468366	0.008704326	0.000204658	0.000180055	0.001349175	0.002103351	0.000382176	0.001016903	0.008178862	0.000945166	0.000374985	0.000493208	0.002234087	0.001003198	0.000522277	0.000769063	0.000226863	0.002865523	0.006580038	0.000112978	0.000639646	0.007194851	0.001029683	0.027901733	0.001893914	0	0.001006827	0.001487813	0.000289766	0.000145045	0.0039003	0.000178118	0.000875838	0.000179389	0.011205047	9.57E-49	0.002033449	0.002148464	0.005310685	0.000551714	0.000103625	0.005588733	0.00171453	0.000176007	0.000575042	0.009716758	0.023997186	0.002206105	0.001726093	0	C>G_at_GCT
0.000265261	0.016491774	0.006755714	0.003267877	5.77E-05	0.000231131	0.000677577	0.001269136	0.002394145	9.76E-05	7.25E-05	0.001814785	0.255662446	7.82E-05	8.11E-05	0.000174792	0.000751845	0.000732115	0.00066616	0.001645576	0.000658908	0.001516126	0.000527673	0.00101239	0.002267435	0.000915051	0.000563835	0.00076651	0.007526907	0.002744327	0.021900553	0.003147095	0	0.001165719	0.00022666	1.34E-05	3.73E-05	0.001385716	0.000255377	0.000107971	0.000193611	0.001342609	0	0.076189143	0.000993109	0.005903221	0.001914777	0.000985957	0.009558257	0.000961947	0.000512272	0.000740787	0.00203785	0.001269602	0.000279134	0.001043544	0	C>G_at_TCA
0.000410626	0.001044123	0.007378674	0.006201229	0.000274812	0.001187539	0.006309413	0.002974151	0.000526319	7.69E-05	0.000385166	0.002300902	0.051442047	3.08E-05	8.84E-05	0.003874641	0.00046237	0.000373826	0.000725938	0.000395456	0.000562801	0.001646575	0.000446284	0.000459034	0.004769072	0.001062476	0.002071518	0.000916706	0.005821768	0.002037714	0.029894165	0.022838212	1.02E-37	0.003954597	0.000197235	5.23E-05	5.31E-05	0.000838519	0.00062974	7.82E-05	8.40E-05	0.009340047	1.59E-05	0.046656021	0.001716176	0.002231274	0.001742676	0.001087733	0.010492732	0.001403617	0.000240239	0.000908472	0.002719611	0.000157379	0.000276025	0.000545908	0	C>G_at_TCC
0.000116049	0.000344983	0.001980704	0.00098242	5.78E-05	0.000215677	9.98E-05	4.54E-05	2.05E-05	2.57E-05	4.50E-05	0.000258316	0.011213058	1.70E-05	2.57E-05	0.000209452	0.000248979	9.39E-05	0.000414651	6.73E-05	0.000108143	0.0001776	4.43E-05	5.69E-06	0.000313303	0.0001299	3.27E-05	0.00010456	0.004377698	0.000352678	0.004592325	0.00159051	0	0.000732867	5.19E-05	1.56E-06	2.91E-06	0.000151444	0.000214872	5.46E-06	1.24E-05	0.00037645	1.75E-88	0.001622744	0.000248133	0.000245654	0.000840932	8.36E-05	0.00228251	0.000680071	8.35E-05	7.05E-05	0.002645589	0.000106185	0.000195585	0.001116642	0.144514798	C>G_at_TCG
0.003098439	0.013513561	0.00638637	0.004941842	0.000781758	0.001003491	0.010355804	0.006069849	0.00221893	0.000374936	0.000149912	0.00574179	0.298026467	9.30E-05	0.000222041	0.051980865	0.000790455	0.002404423	0.002208598	0.002224543	0.000550471	0.001052496	0.001414337	0.000413452	0.002699702	0.005369512	3.91E-32	0.002184974	0.003397279	0.001897986	0.044936411	0.017371623	0	0.00135088	0.002608919	0.000148547	0.000101321	0.001186265	6.06E-05	0.000182836	0.000249259	0.017769905	0.000678753	0.143329257	0.005136831	0.039353895	0.001198352	0.002782957	0.008098687	0.003933217	0.000570526	0.001971814	0.013951999	0	0.002842091	0.007318966	0	C>G_at_TCT
0.014592282	0.00768618	0.011983887	0.028237278	3.78E-05	0.000322272	0.001160096	0.046070278	0.004087044	0.002086268	0.027598924	0.006747901	0.002220706	0.036884641	0.051821581	0.000391024	0.00421709	0.001694409	0.005146825	0.009582662	0.008707707	0.000726999	0.001633471	0.008902363	0.114668663	0	0	0.002302232	0.032836213	0.00400045	0.021368005	0.00626819	0	0.004024269	0.104229929	0.000973858	0.001642184	0.03378643	0.001102836	0.006058098	0.000598125	0.004857242	0.019731709	0.004089658	0.002670399	0.003976299	0.005085546	0.004438223	0.009346399	0.002132395	0.001072087	0.001372496	0.018121309	0	0.009828079	0.038174039	0	C>T_at_ACA
0.007318528	0.002081798	0.00452062	0.012575079	0.015723805	0.027126773	0.001729613	0.013198046	0.002482596	0.004267464	0.128231804	0.002604609	0.000949542	0.025205493	0.026585727	0.004704929	0.002857446	0.000871453	0.002398751	0.003743893	0.003911802	0.001010751	0.002915578	0.003501842	0.078228268	0.001642732	0.000386668	0.001878425	0.012814486	0.001841438	0.009649098	0.004679485	0	0.002245351	0.016374066	0.002201463	0.003061772	0.018244137	0.016247378	0.006436734	0.002153501	0.012824951	0.003774861	0.000552578	0.002867472	0.002628812	0.039793214	0.01186729	0.005231792	0.001391455	0.00207189	0.006090391	0.007476633	0.000206163	0.001291646	0.006778455	0	C>T_at_ACC
0.291337534	0.001929873	0.001970388	0.003592719	7.05E-05	0.000401067	0.000354537	0.024085368	0.008057062	0.01169347	0.003814842	0.003016721	0.001533983	0.035880891	0.089152199	0.001927322	0.004283808	0.004468032	0.007914143	0.001502482	0.017408073	0.001306634	0.005142398	0.00624057	0.010726061	0.002784305	0.015150278	0.004449264	0.010433338	0.003484682	0.005979035	0.011214175	0	0.005780395	0.007839646	0.003798489	0.009117562	0.020362746	0.000489772	0.010015928	0.006464076	0.005317576	0.283342268	0.001118361	0.001068964	0.001311661	0.001674524	0.009103015	0.007979419	0.000621638	0.008168166	0.004110006	0.009680714	0.012240184	0.002558564	0.000739391	0	C>T_at_ACG
0.009181001	0.003202227	0.005265753	0.013885437	0.008487327	0.007327436	0.002069196	0.035278976	0.001273831	0.006744642	0.0952329	0.001911754	0.000802537	0.030467546	0.022481793	0.005389093	0.007574695	0.00091229	0.010952112	0.054581141	0.005086039	0.001103556	0.002467117	0.001926626	0.05241308	0.000830875	0	0.000798634	0.040313193	0.000842255	0.024714388	0.015576147	0	0.001157875	0.021833191	0.005038192	0.004320581	0.025536561	0.002624822	0.011935243	0.003059473	0.010425473	0.003659622	0.00292283	0.007544317	0.000995923	0.004683866	0.000908543	0.001551437	0.018418737	0.002618485	0.002201253	0.021683416	0.001519213	0.001424541	0.00269261	0	C>T_at_ACT
0.005206142	0.018904018	0.015731363	0.029862778	0.055036294	0.109977603	0.01718288	0.001642814	0.001064341	0.000235675	0.021831334	0.010435955	0.004302659	0.004046542	0.003618761	5.94E-07	0.003018228	0.001563363	0.007754698	0.095060265	0.001279105	0.002137522	0.001638264	0.005120287	0.07920469	0.012732124	0	0.002584814	0.009661686	0.004421675	0.00979966	0.004919029	0	4.94065645841247e-324	0.010344356	0.000404232	0.000771391	0.023293713	0.042357429	0.001505135	0.000596665	0.006159349	0.003707679	0.024891866	0.025955319	0.006603671	0.073411438	0.002771912	0.003140006	0.010991881	0.004808524	0.006147715	0.033888131	0	0.003806762	0.001071555	0	C>T_at_CCA
0.009920751	0.003216714	0.010925828	0.023924682	0.057384124	0.17755191	0.073454525	0.002593975	0.003380745	0.000492922	0.130186113	0.001721757	0.002079155	0.008308998	0.017014852	0.000786156	0.004482868	0.001470488	0.00262013	0.061251934	0.008095418	0.001998871	0.0016549	0.001707108	0.088091109	0.197546779	7.24E-33	0.002889822	0.003552684	0.014680934	0.006778539	0.006854841	0	0.000252289	0.009234644	0.000950512	0.001259598	0.01424968	0.066366487	0.001741025	0.000723465	0.004680879	0.002097439	0.005699907	0.005442322	0.000788371	0.017416603	0.012922658	0.013297404	0.010292417	0.004209717	0.005918367	0.009190921	0.000444239	0.00698196	0.004415094	0	C>T_at_CCC
0.137748639	0.002264156	0.002787516	0.002706733	0.006341618	0.016500628	0.013759592	0.001099294	0.004146284	0.001916753	0.001380111	0.000750514	0.003738733	0.016541727	0.031922497	0.000254797	0.011870616	0.003224793	0.034442331	0.013500431	0.002593881	0.001947577	0.003501736	0.001160969	0.011522752	0.002715344	0.054781243	0.000305254	0.002635365	0.002255828	0.009112413	0.001464798	0	0	0.016192423	0.001649268	0.004386986	0.035154353	0.004767439	0.004490682	0.003857814	0.010584283	0.206373618	0.000853705	0.001831266	0.004802596	0.01556328	0.016354695	0.001651843	0.006105254	0.008971173	0.003805153	0.011356601	0	0.005705075	0.007177454	0	C>T_at_CCG
0.009195187	0.008162218	0.016516271	0.032214741	0.065054761	0.123076487	0.062641725	0.015231527	0.001348559	0.001076717	0.085927703	0.008245022	0.002598254	0.007366095	0.013932168	0.004675678	0.005898451	0.001068623	0.003252074	0.289739525	0.00827323	0.001684932	0.002517316	0.002400807	0.015381689	0.104108762	0	0.001226236	0.020234132	0.001674958	0.016441031	0.008757632	0	0.00084094	0.008797567	0.002265708	0.002115296	0.018798998	0.015214459	0.005297285	0.001640921	0.010212357	0.000827258	0.018702355	0.023207707	0.001914974	0.010393629	0.003481157	0.007664119	0.007827959	0.008183212	0.003925654	0.002360826	0	0.008798636	0.003181672	0	C>T_at_CCT
0.003222918	0.00745426	0.005826205	0.022827113	5.32E-06	5.09E-05	0.000114693	0.004310305	0.003067308	0.002092347	0.02291809	0.007970748	0.002640798	0.050823498	0.097412996	0.000473703	0.002538843	0.000594643	0.010566696	0.050542802	0.034348942	0.001022456	0.000127334	0.004635427	0.066172824	0.005895009	0.001083862	0.00123424	0.009616293	0.001316336	0.012298878	0.006581552	0	0.000221624	0.077150905	0.000745241	0.00900475	0.025477231	0.000330238	0.002571031	0.004219893	0.027625873	0.010609575	0.007126509	0.011525043	0.007228014	0.000136838	0.015168904	0.037492955	0.000927435	0.000845588	0.021300515	0.014888638	0.00015483	0.000170626	0.00170805	0	C>T_at_GCA
0.006536571	0.001840726	0.004397234	0.014584387	0.010367352	0.017372439	0.00026211	0.006315845	0.004432124	0.011540953	0.103415635	0.003516519	0.001933506	0.045918744	0.112896654	0.006811335	0.000396751	0.001681903	0.002860198	0.044431317	0.071352575	0.000807259	0.002209387	0.003367137	0.072920372	0.012612865	0.004944325	0.001911756	0.002453331	0.000512185	0.006334129	0.003562744	0	0.000498349	0.053813691	0.00482191	0.029236706	0.028415081	0.008009923	0.006732402	0.025749307	0.028299521	0.017760497	0.000107163	0.004838376	0.005607984	0.014937226	0.050598503	0.051461661	0.000136568	0.005417337	0.118000858	0.009589073	0.007159482	0.011302585	0.006479214	0	C>T_at_GCC
0.180349401	0.001338665	0.001530233	0.001195382	5.26E-05	0.000215127	0.00047387	0.003484358	0.001141656	0.014493442	0.001714416	0.00210504	0.002012694	0.030560188	0.197617309	0.000465453	0.003364837	0.006099518	0.025753538	0.004363806	0.008921773	0.001064525	0.023142946	0.002683648	0.000786652	0.00044941	0.016494864	0.001697824	0.003042776	0.004457461	0.003265726	0.000242411	0	0.002039195	0.017909675	0.002221175	0.046548802	0.058448386	0.000283167	0.004418962	0.034932797	0.017030585	0.221634912	0.004806959	0.002594059	0.006508636	0.000678853	0.023073775	0.04558031	0.000987578	0.025642912	0.190264292	0.008250097	0.010179323	0.035098936	4.29E-287	0	C>T_at_GCG
0.005382758	0.002808398	0.004689079	0.015347275	0.016738055	0.001913989	0.002261942	0.011773961	0.010486827	0.011967147	0.066675042	0.005588306	0.001900748	0.039798727	0.072367944	0.002200374	0.000996846	0.001513978	0.0027004	0.168959186	0.046179459	0.000900967	0.003292203	0.001955601	0.029812686	0.000190499	0.001167741	0.001258988	0.007362198	0.000446136	0.009769169	0.00338835	0	0.000580411	0.044130103	0.008625981	0.035694386	0.03206361	0.004198501	0.006672209	0.033768247	0.019228418	0.00318183	0.000893522	0.010566167	0.003842762	0.011142218	0.022947081	0.033025378	0.004929103	0.004214804	0.066276513	0.017547505	0.028038754	0.002378451	0.006414866	0	C>T_at_GCT
0.002767548	0.456151965	0.005059523	0.018439277	0.22878215	0.025813136	0.012288338	0.002804698	0.000802838	0.002607751	0.011298638	0.001940138	0.152708322	0.009877892	0.009161474	3.40E-32	0.001715437	0.002296668	0.001073749	0.004576345	0.007215534	0.001241103	0.001528784	0.009575399	0.022336441	0.002478633	0	0.001829574	0.009201706	0.000914412	0.003026115	0.01958922	0	3.88E-206	0.014319502	0.002126232	0.009469232	0.019445563	0.137668054	0.003038345	0.002170512	0.004271255	0.000618059	0.161336548	0.001988877	0.001183925	0.084917973	0.006389189	0.011879215	0.002586469	0.006669629	0.005176336	0.021698786	0	0.002439502	0.005155797	0	C>T_at_TCA
0.00764355	0.096974672	0.007451333	0.017520778	0.311796929	0.198131333	0.03777024	0.007788171	0.000235438	0.008611704	0.155144985	0.002319681	0.021345307	0.009485166	0.014817576	0.004991287	0.001874157	0.002625515	0.003402856	0.000294606	0.008255764	0.002518851	0.000249981	0.010255365	0.102080089	0.012805242	0.000531892	0.002027991	0.003205918	0.00169626	0.004359092	0.01615399	0	1.32E-118	0.004477732	0.006510674	0.0310955	0.027235743	0.475257272	0.006754866	0.011379201	0.016380209	0.003534391	0.116879301	0.002869063	0.001694228	0.104078242	0.005337245	0.017251781	0.032992286	0.009928303	0.005997052	0.002820805	0.001118585	0.00256647	0.005139154	0	C>T_at_TCC
0.111564483	0.041170839	0.000622933	0.000792201	0.05585988	0.058893134	0.007382016	0.002267084	0.00174499	0.060900178	0.000690264	0.00133866	0.020215891	0.005593585	0.011220989	0.004236237	0.005357142	0.002457218	0.016670907	0.001013761	0.002446992	0.00021054	0.00085253	0.001063196	0.003851865	0.000648822	0.006613034	0.001113892	0.00810217	0.000920648	0.003001184	0.003292447	0	0.004572468	0.006852685	0.0329453	0.194259452	0.020746826	0.061600416	0.019706919	0.011087912	0.005275542	0.111308963	0.009379974	0.001180866	0.002070869	0.262712012	0.006119782	0.00759561	0.008636268	0.03868538	0.004148569	0.007891477	0.000476649	0.00051493	0.000889826	0	C>T_at_TCG
0.006245734	0.266106112	0.009050724	0.018205154	0.128263131	0.12332375	0.027444581	0.010349256	0.006170438	0.030867946	0.119380309	0.003584934	0.050707998	0.009354906	0.013962967	0.024927369	0.005187926	0.002871364	0.003175932	0.058082525	0.007892371	0.000891756	0.001146795	0.01074536	0.026532272	0.0038108	0	0.000816726	0.017017387	0.010033664	0.005890108	0.00667709	0	0.005534046	0.006540343	0.024055173	0.077086541	0.0315982	0.029848469	0.026674702	0.028299589	0.010040414	0.001711133	0.15543635	0.021568873	0.001534956	0.024114296	0.007485373	0.005205678	0.120831011	0.009275681	0.006142213	0.036055719	0.005949437	0.006733914	0.001054442	0	C>T_at_TCT
