,Before,After
174,-9089.575327207625,-9124.411802892848
175,-55520.89846376007,-55792.4614316401
176,-128305.76531916877,-128827.05323936917
177,-35886.1439362425,-36173.66268529356
178,-13528.380961422661,-13603.445013613467
179,-11669.98341565697,-11725.960758779387
180,-10820.801902503832,-10873.063536881815
181,-15342.532544106054,-15445.60325893973
182,-18598.317732345182,-18678.92160472564
183,-31840.127580334687,-32008.63503433754
184,-20073.531211649428,-20177.857030956275
185,-80062.83190728266,-80271.04730682285
186,-30726.51857198702,-30735.898275808235
187,-43380.27391668388,-43542.92821952064
188,-17419.094384483105,-17498.663715374427
189,-80336.62452720362,-80405.03062757997
190,-5064.005614015095,-5101.363724016288
191,-10084.28721078637,-10136.51328944554
192,-40312.49663186432,-40399.27040720859
193,-46682.48464258522,-46913.39150059352
194,-62629.58076529064,-62841.7372756458
195,-26156.86496084811,-26367.502821746853
196,-77989.80127019998,-78137.54801920443
197,-4121.757995996766,-4141.950878185716
