,Before,After
222,-5566.5833070854,-5606.482895124332
223,-6070.426695689004,-6113.005432268832
224,-1725.1700539934855,-1754.3038332461722
225,-3256.5817724028466,-3298.133209353066
226,-3200.4956608362595,-3243.973544870234
227,-6835.577242559524,-6892.829601981146
228,-14097.860714604201,-14215.55601210636
229,-6219.0214025544265,-6281.5482495040005
230,-10521.873064681678,-10652.856046310006
231,-4174.15701685169,-4229.871177342656
232,-9067.30798303947,-9168.336097499805
233,-3100.5173527227153,-3159.6677556286263
234,-2020.6700288927293,-2047.2011001344026
235,-4698.83140479344,-4752.321743972086
236,-5010.163467521451,-5057.615743842399
237,-4970.335410138524,-5019.787958598394
238,-5015.429663266941,-5063.1048790529785
239,-485.43602744702423,-488.3461587138368
240,69.54818267749273,69.37716341142033
241,-13365.685158364307,-13471.480770372873
242,-3761.1503643736455,-3787.4488182738514
243,-3279.22273047598,-3311.76904849599
244,-1889.0053410423875,-1916.069709610645
245,-921.6248692966209,-934.5087741117613
246,-2809.933528946242,-2867.558625978625
247,-1830.263660638955,-1851.2960218838177
248,-1296.9705197215692,-1312.7198346127245
249,-2856.393613185324,-2897.4415573773226
250,-643.5262655988839,-655.2484144424741
251,81.81433578852995,81.45058618817174
252,64.86842553763678,64.86131804850481
253,-40575.90022788709,-41128.31127860102
254,-10797.251843024667,-10918.20425341697
255,-21039.035377969085,-21129.858186210404
256,-6640.5398575420295,-6682.4582631921585
257,-3836.616754037946,-3862.221170889002
258,-4127.288118932422,-4155.13724681099
259,-3507.20351574751,-3534.3900919220796
260,-2565.2516237645386,-2584.800254893651
261,-2628.725345032304,-2649.2962567235677
262,-4387.3346620919065,-4441.382757778841
263,-3672.8193608114548,-3705.3949528005082
264,-2906.9394521350087,-2943.0076338524914
265,-3292.6308455385697,-3313.6826072507724
266,-4572.282896705286,-4632.361467326188
267,-2181.8643412527003,-2222.4745404445302
268,-137.0417228235344,-139.64425842419845
269,-9669.95285942551,-9743.626350249762
270,-1918.1262206844824,-1963.1008007343726
271,-12650.167105105867,-12844.589312964325
272,-10271.600168271421,-10323.05142985089
273,-8156.714620399615,-8243.49472947822
274,-4132.42862234452,-4176.033962024096
275,-157.0400824689586,-160.35249207528867
276,-2829.9096327482334,-2844.399096697897
277,-7947.22491918682,-8034.490143363518
278,-4663.136325474119,-4701.392546750052
279,-373.0013200233138,-390.5382351586814
280,-8364.084911176347,-8442.652410244604
281,-9370.268631528723,-9483.91453561555
282,-240.49473365000716,-244.6571964311257
283,-5155.097067587856,-5215.5168389143055
284,46.195321518805365,45.26180204210168
285,-5180.3710081653835,-5235.153326764973
